"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2795916,"December 30, 2023",Illinois,"Cahokia Heights","103 Greystone Dr",1,0,0,0,0,N/A
2791940,"December 30, 2023",California,Menifee,"27000 block of Early Dawn Rd",0,0,1,0,0,N/A
2790589,"December 30, 2023",Texas,"Haltom City","3001 Jane Ln",1,0,0,0,1,N/A
2790596,"December 30, 2023",Florida,"Laguna Beach","1st St",0,0,0,1,1,N/A
2789908,"December 30, 2023",Illinois,Chicago,"900 block of W Grace St",0,2,0,0,0,N/A
2790311,"December 30, 2023",Illinois,Chicago,"5200 block of W Madison St",1,0,0,0,0,N/A
2790559,"December 30, 2023",Florida,Gainesville,"1631 NE 16th Ave",0,4,0,0,0,N/A
2792356,"December 30, 2023",Alaska,Koyuk,N/A,1,0,0,0,1,N/A
2790161,"December 30, 2023",Indiana,"Fort Wayne","Wells St and W Superior St",0,0,0,1,1,N/A
2790039,"December 30, 2023",Massachusetts,Boston,"417 Geneva Ave",1,0,0,0,3,N/A
2790516,"December 30, 2023","District of Columbia",Washington,"4600 block of Livingston Rd SE",0,1,0,0,0,N/A
2790410,"December 30, 2023","District of Columbia",Washington,"1200 block of 49th St NE",0,2,0,0,0,N/A
2790509,"December 30, 2023",Florida,Titusville,"3rd Ave",0,1,0,0,0,N/A
2790322,"December 30, 2023",Tennessee,Dickson,"2430 TN-46",0,1,0,0,1,N/A
2790169,"December 30, 2023",California,"Los Angeles","4040 Berenice Pl",1,0,0,0,0,N/A
2791295,"December 30, 2023",Texas,"Fort Worth","2900 block of San Rose Dr",1,0,0,0,1,N/A
2791306,"December 30, 2023","New York",Rochester,"742 Ave D",1,0,0,0,1,N/A
2790480,"December 30, 2023",Pennsylvania,Allentown,"1600 block of Hanover Ave",0,3,0,0,0,N/A
2790444,"December 30, 2023",Kentucky,Louisville,"S 44th St and Broadway",0,1,0,0,0,N/A
2795712,"December 30, 2023",Ohio,"Cleveland (University Heights)","14200 block of Washington Blvd",0,1,0,0,0,N/A
2790441,"December 30, 2023",Kentucky,Louisville,"4934 Manslick Rd",0,1,0,0,0,N/A
2789771,"December 29, 2023",Florida,Bradenton,"1000 block of 47th Ave Dr E",0,0,0,1,0,N/A
2789764,"December 29, 2023",Kentucky,Lexington,"Ashby Glen Pl and Old Todds Rd",0,1,0,0,0,N/A
2789901,"December 29, 2023",Ohio,Cleveland,"3470 E 93rd St",0,1,0,0,1,N/A
2789894,"December 29, 2023",Ohio,Toledo,"100 block of Hausman St",0,1,0,0,0,N/A
2789879,"December 29, 2023",Texas,"Mineral Wells","1600 block of NW 3rd Ave",0,1,0,0,0,N/A
2790360,"December 29, 2023",Ohio,Columbus,"300 block of S Ashburton Rd",0,1,0,0,0,N/A
2789703,"December 29, 2023",Pennsylvania,Philadelphia,"4400 block of Germantown Ave",0,1,0,0,0,N/A
2789692,"December 29, 2023",Pennsylvania,Philadelphia,"2800 block of N 8th St",0,1,0,0,0,N/A
2790676,"December 29, 2023",Texas,Vanderbilt,"Carancahua St",0,0,0,1,1,N/A
2790340,"December 29, 2023",Tennessee,Nashville,"Lewis St",0,1,0,0,0,N/A
2791293,"December 29, 2023","New York","Corona (Queens)","119-10 Merrick Blvd",0,1,0,0,0,N/A
2789766,"December 29, 2023",Kentucky,Louisville,"Brook St and E College St",0,1,0,0,0,N/A
2790643,"December 29, 2023",Missouri,"Kansas City","Lyon Ave and Hardesty Ave",1,0,0,0,0,N/A
2789634,"December 29, 2023",Kentucky,"Stamping Ground","4306 Owenton Rd",1,0,0,0,0,N/A
2790075,"December 29, 2023",Colorado,Pueblo,"4131 N Interstate 25 Int",0,1,0,0,1,N/A
2790471,"December 29, 2023",Pennsylvania,Allentown,"100 block of Chestnut St",2,1,0,0,1,N/A
2789747,"December 29, 2023",Tennessee,Memphis,"350 Ishmael Pl",0,1,0,0,0,N/A
2789680,"December 29, 2023",Florida,Jacksonville,"7200 block of Ken Knight Dr W",0,1,0,0,0,N/A
2790300,"December 29, 2023","West Virginia",Beckley,"124 Beckley Crossing Shopping Ctr",1,0,0,0,1,N/A
2790148,"December 29, 2023",Florida,Jacksonville,"10275 Old St Augustine Rd",1,0,0,0,1,N/A
2789729,"December 29, 2023",Texas,Killeen,"1200 block of Culp Ave",0,3,0,0,0,N/A
2790195,"December 29, 2023","New York",Bronx,"843 E 149th St",0,1,0,0,0,N/A
2789722,"December 29, 2023",Tennessee,Memphis,"6050 Macon Cove",0,1,0,0,0,N/A
2790183,"December 29, 2023",Oregon,Ontario,"1410 Westpark Plaza",0,1,0,0,1,N/A
2790362,"December 29, 2023",Tennessee,Kingsport,"Harrison Ave and Bell Ridge Rd",0,1,1,0,0,N/A
2789715,"December 29, 2023",Tennessee,Memphis,"900 block of Lewis St",1,0,0,0,0,N/A
2789575,"December 29, 2023",Tennessee,Hermitage,"5756 Old Hickory Blvd",0,1,0,0,0,N/A
2790150,"December 29, 2023",Iowa,"Fort Dodge","1600 block of 14th Ave SW",1,0,0,0,0,N/A
2789666,"December 29, 2023",Florida,"Hollywood (Miramar)","SW 39th St and SW 62nd Ave",1,0,0,0,1,N/A
2789933,"December 29, 2023","New York","New City","10 Clydesdale Ct",3,0,1,0,0,N/A
2790257,"December 29, 2023",Georgia,Toccoa,"Stephen Dr",0,2,0,0,1,N/A
2789656,"December 29, 2023",Illinois,Chicago,"1800 block of S Keeler Ave",0,1,0,0,0,N/A
2790248,"December 29, 2023",Georgia,Columbus,"3400 St Marys Rd",0,3,0,0,0,N/A
2789654,"December 29, 2023",Illinois,Chicago,"6900 block of S Marshfield Ave",0,1,0,0,0,N/A
2790217,"December 29, 2023",Florida,Zephyrhills,"FL-39 and Gall Blvd",0,1,0,0,0,N/A
2793187,"December 29, 2023",Mississippi,Vicksburg,"1400 block of Jackson St",0,1,0,0,1,N/A
2789557,"December 29, 2023",Georgia,Lithonia,"3015 Panola Rd",0,1,0,0,0,N/A
2789758,"December 29, 2023",Florida,Miami,"1550 NW 79th St",0,1,0,0,1,N/A
2790193,"December 29, 2023","North Carolina","Rocky Mount","1600 block of Hargrove St",0,1,0,0,0,N/A
2790293,"December 29, 2023",Maryland,Baltimore,"4900 block of Reisterstown Rd",1,1,0,0,0,N/A
2790176,"December 29, 2023",California,"Los Angeles","2525 Long Beach Ave",0,1,0,0,0,N/A
2790174,"December 29, 2023",California,"Los Angeles","204 N Evergreen Ave",0,1,0,0,0,N/A
2789615,"December 29, 2023",Arkansas,Fayetteville,"1800 block of W Deane St",0,1,0,0,0,N/A
2789857,"December 29, 2023",Florida,"Port Saint Lucie","1500 SE Tiffany Club Place",1,0,0,0,0,N/A
2790171,"December 29, 2023","New York","Corona (Queens)","91st Ave and Sutphin Blvd",0,0,1,0,0,N/A
2789595,"December 29, 2023",Virginia,"Henrico (Highland Springs)","10 Shawn Ct",0,1,0,0,0,N/A
2789583,"December 29, 2023",Florida,Miami,"18350 NW 2nd Ave",1,0,1,0,0,N/A
2790159,"December 29, 2023",California,"Los Angeles","600 E Imperial Hwy",0,1,0,0,0,N/A
2790007,"December 29, 2023","New Mexico",Magdalena,"6th St and Pine St",1,1,0,0,1,N/A
2794831,"December 29, 2023",Virginia,"Amelia Court House (Amelia)","Eggelstetton Rd",1,0,0,0,1,N/A
2790146,"December 29, 2023",California,Victorville,"16366 Pebble Beach Dr",0,1,0,0,0,N/A
2790138,"December 29, 2023","North Carolina",Charlotte,"Mallard Ridge Dr",0,1,0,0,0,N/A
2789483,"December 29, 2023",California,Oakland,"499 Embarcadero",1,0,0,0,2,N/A
2789603,"December 29, 2023","New York",Syracuse,"611 2nd North St",0,1,0,0,1,N/A
2790121,"December 29, 2023","North Carolina","Winston Salem (Winston-salem)","800 block of E Devonshire St",0,1,0,0,0,N/A
2790103,"December 29, 2023","North Carolina",Goldsboro,"900 block of Hugh St",1,0,0,0,0,N/A
2790101,"December 29, 2023",Colorado,Aurora,"1000 block of N Emporia St",0,1,0,0,0,N/A
2789866,"December 29, 2023",Texas,"San Antonio","209 Victor St",1,0,0,0,0,N/A
2790327,"December 29, 2023",Washington,Everett,"2500 block of Euclid Ave",1,0,1,0,0,N/A
2790062,"December 29, 2023",California,"Los Angeles","1600 block of 107th St",1,0,0,0,0,N/A
2790838,"December 29, 2023",Alabama,Montgomery,"4000 block of Cresta Cir",1,0,0,0,1,N/A
2790404,"December 29, 2023",Mississippi,Raleigh,"Forestry Service Rd 516",1,0,0,0,0,N/A
2789992,"December 29, 2023",Nevada,"North Las Vegas","6600 block of Lookout Lodge Ln",1,1,0,0,1,N/A
2789471,"December 29, 2023","North Carolina",Durham,"3800 block of Hillgrand Dr",0,1,0,0,0,N/A
2790053,"December 29, 2023",Louisiana,"New Orleans","N Miro St and Music St",0,1,0,0,0,N/A
2791809,"December 29, 2023",Mississippi,Grenada,"1200 block of Mound St",1,0,0,0,2,N/A
2789392,"December 29, 2023",Georgia,Griffin,"59 Deason St",1,0,0,0,1,N/A
2793648,"December 29, 2023",Louisiana,Ruston,"403 Rich Smith Ln",2,0,0,0,1,N/A
2790060,"December 29, 2023",California,Lompoc,"1421 E Ocean Ave",0,0,1,0,0,N/A
2790031,"December 29, 2023","South Carolina",Belton,"600 block of Breazeale St",0,1,0,0,1,N/A
2789398,"December 29, 2023",Maryland,Baltimore,"5100 block of Craig Ave",0,1,0,0,0,N/A
2796458,"December 29, 2023",California,Richmond,"1434 Bissell Ave",0,2,0,0,0,N/A
2792776,"December 29, 2023",Illinois,Rockford,"1600 block of 24th St",0,1,0,0,1,N/A
2790752,"December 29, 2023",Arizona,Tucson,"N 1st Ave and E Navajo Rd",0,1,0,0,0,N/A
2790028,"December 29, 2023","South Carolina",Chesnee,"Long Branch Rd",0,0,1,0,0,N/A
2793535,"December 29, 2023",Illinois,Waukegan,"200 block of Fulton Ave",0,1,0,0,0,N/A
2792619,"December 29, 2023",Texas,Brownsville,"2300 Frankfurt St",1,1,0,0,0,N/A
2789984,"December 29, 2023",Illinois,Rockford,"450 Kilburn Ave",0,1,0,0,1,N/A
2792555,"December 29, 2023","New Mexico",Carlsbad,"300 Block of Baler Ln",1,0,0,0,1,N/A
2789302,"December 29, 2023","District of Columbia",Washington,"2400 block of Southern Ave SE",0,1,0,0,0,N/A
2789658,"December 29, 2023",Alabama,Webb,"1054 Webb to Kinsey Rd",0,1,1,0,0,N/A
2790132,"December 29, 2023","North Carolina",Pikeville,"877 Big Daddy's Rd",1,0,0,0,0,N/A
2789952,"December 29, 2023",Texas,Houston,"7600 block of White Fir Dr",0,1,0,0,0,N/A
2789275,"December 29, 2023",Illinois,Chicago,"9000 block of S Escanaba Ave",0,1,0,0,0,N/A
2790782,"December 29, 2023",Arizona,Kingman,"1700 block of Golden Gate Ave",0,0,0,1,1,N/A
2789269,"December 29, 2023",Illinois,Chicago,"7400 block of S Stewart Ave",0,1,0,0,0,N/A
2790662,"December 29, 2023",Oklahoma,Strang,N/A,1,0,0,0,0,N/A
2793411,"December 29, 2023",Louisiana,"New Orleans","7800 block of Sand St",0,1,0,0,0,N/A
2789915,"December 29, 2023",Illinois,Chicago,"4000 block of S Federal St",0,1,0,0,0,N/A
2790303,"December 29, 2023",Maryland,Baltimore,"2401 Liberty Heights Ave",0,3,0,0,1,N/A
2824006,"December 29, 2023",Illinois,"Iroquois (county)",N/A,0,1,0,0,1,N/A
2790629,"December 29, 2023",California,Hesperia,"17800 block of Catalpa St",0,1,0,0,0,N/A
2789913,"December 29, 2023",Illinois,Chicago,"5600 block of W Bloomingdale Ave",0,1,0,0,0,N/A
2790198,"December 29, 2023",Montana,Helena,"406 N Last Chance Gulch",0,0,0,1,1,N/A
2789229,"December 29, 2023",Illinois,Chicago,"500 block of E 74th St",0,1,0,0,0,N/A
2789911,"December 29, 2023",Illinois,Chicago,"400 block of E Bowen Ave",0,1,0,0,0,N/A
2804024,"December 29, 2023",Illinois,Chicago,"820 S Damen Ave",1,0,0,0,0,N/A
2790018,"December 29, 2023",California,Olivehurst,"5400 block of Feather River Blvd",0,0,0,1,1,N/A
2789440,"December 29, 2023",Missouri,"Saint Louis","Dr Martin Luther King Dr and N Kingshighway Blvd",1,0,0,0,0,N/A
2789818,"December 29, 2023",Ohio,Cleveland,"1199 E 82nd St",0,1,0,0,0,N/A
2789899,"December 29, 2023",Ohio,Cleveland,"7740 Woodland Ave",0,1,0,0,0,N/A
2789897,"December 29, 2023",Ohio,Cleveland,"3100 block of W 73rd St",0,1,0,0,0,N/A
2804097,"December 29, 2023",Arkansas,"Malvern (Rockport)","Thomason Hanley Rd",1,0,0,0,1,N/A
2789890,"December 29, 2023",Massachusetts,Boston,"81 Hancock St",0,1,0,0,0,N/A
2789784,"December 29, 2023",Massachusetts,Fairhaven,"125 Sconticut Neck Rd",0,1,1,0,0,N/A
2789400,"December 29, 2023",Georgia,Grayson,"Chance Ln",1,0,0,0,0,N/A
2828234,"December 29, 2023",Nebraska,Omaha,"Mormon Bridge Rd and Hanover Cir",1,0,0,0,1,N/A
2789877,"December 29, 2023",Texas,Houston,"13600 block of Ella Blvd",0,1,0,0,0,N/A
2789875,"December 29, 2023",Texas,Houston,"7900 block of Streamside Dr",0,1,0,0,0,N/A
2790528,"December 29, 2023",Texas,"San Antonio","Houston St and Navarro St",0,1,0,0,0,N/A
2790400,"December 29, 2023",Mississippi,Coila,"Co Rd 163",1,0,0,0,0,N/A
2792977,"December 29, 2023",Texas,"Port Arthur","4100 block of 39th St",0,1,0,0,2,N/A
2790190,"December 29, 2023","New York",Brooklyn,"124-21 Flatlands Ave",0,2,0,0,0,N/A
2790338,"December 29, 2023",Texas,Beaumont,"3090 Gulf Ave",1,0,0,0,2,N/A
2898059,"December 29, 2023","North Carolina",Rockingham,"Spring St",1,0,0,0,0,N/A
2790490,"December 29, 2023",Pennsylvania,Philadelphia,"3000 block of Helen St",0,1,0,0,0,N/A
2793221,"December 29, 2023",Kansas,Pittsburg,"2601 N Joplin St",0,1,0,0,0,N/A
2790475,"December 29, 2023",Pennsylvania,Allentown,"300 block of Ridge Ave",0,2,0,0,1,N/A
2790454,"December 29, 2023",Mississippi,Columbia,"McDaniel Exn",1,0,0,0,1,N/A
2791260,"December 29, 2023",Texas,Dallas,"3100 block of Harry Hines Blvd",1,1,0,0,1,N/A
2790447,"December 29, 2023",Mississippi,Jackson,"Wood St and Elm St",1,0,0,0,0,N/A
2789593,"December 29, 2023",Indiana,Shelbyville,"100 block of E Polk St",0,1,0,0,1,N/A
2789830,"December 28, 2023",Ohio,Heath,"5800 block of Jacksontown Rd SE",1,0,0,0,0,N/A
2794051,"December 28, 2023",Tennessee,Etowah,"Co Rd 475",1,0,0,0,1,N/A
2788643,"December 28, 2023",Louisiana,"New Orleans","3500 block of Johnny Jackson Jr. Blvd",1,0,0,0,0,N/A
2789227,"December 28, 2023","District of Columbia",Washington,"C St NE and 17th St NE",1,0,0,0,0,N/A
2788848,"December 28, 2023",Mississippi,Jackson,"1200 block of W Ridgeway St",1,0,0,0,1,N/A
2788980,"December 28, 2023",Virginia,Roanoke,"1700 block of Moorman Ave NW",0,1,0,0,0,N/A
2789374,"December 28, 2023",Washington,Bellingham,"4400 block of Meridian St",0,1,0,0,1,N/A
2789109,"December 28, 2023",Pennsylvania,Philadelphia,"3501 Woodhaven Rd",1,0,0,0,0,N/A
2789612,"December 28, 2023","New Jersey",Iselin,"Garden State Pkwy and Wood Ave",0,1,1,0,0,N/A
2789737,"December 28, 2023",Florida,Jacksonville,"Spearing St and E 1st St",1,0,0,0,0,N/A
2789232,"December 28, 2023",Texas,Arlington,"3811 S Cooper St",0,1,0,1,2,N/A
2789712,"December 28, 2023",Florida,Mascotte,"Pine Needle Dr",0,0,0,1,0,N/A
2788903,"December 28, 2023",Florida,"Port Charlotte (South Gulf Cove)","8432 Matecumbe Rd",1,0,0,0,1,N/A
2789102,"December 28, 2023",Pennsylvania,Philadelphia,"1900 block of S 61st St",1,1,0,0,0,N/A
2788825,"December 28, 2023",Washington,Yakima,"1022 N 1st St",0,2,0,0,1,N/A
2788917,"December 28, 2023",Florida,Jacksonville,"6121 Collins Rd",1,0,0,0,1,N/A
2788546,"December 28, 2023",Michigan,Flint,"1900 block of Canniff St",1,0,0,0,0,N/A
2789663,"December 28, 2023",Texas,"San Antonio","9219 Vista W Dr",1,0,0,0,1,N/A
2788911,"December 28, 2023",Maryland,Baltimore,"Brunswick St and Wilkens Ave",0,1,0,0,0,N/A
2790240,"December 28, 2023",Georgia,Claxton,"Bailey St",0,1,0,0,0,N/A
2788871,"December 28, 2023",Washington,Seattle,"3900 block of S Othello St",0,1,0,0,0,N/A
2788978,"December 28, 2023",Georgia,Atlanta,"1177 Constitution Rd SE",1,0,0,0,1,N/A
2800073,"December 28, 2023",Michigan,Detroit,"8100 block of Indiana Ave",1,0,0,0,1,N/A
2789093,"December 28, 2023",Maryland,Waldorf,"2228 Old Washington Rd",0,1,0,0,0,N/A
2789408,"December 28, 2023",California,"Long Beach","3429 Adriatic Ave",1,0,1,0,0,N/A
2789609,"December 28, 2023",Virginia,Woodbridge,"1200 block of Easy St",1,0,0,0,0,N/A
2789371,"December 28, 2023",Minnesota,Dassel,"22000 block of 713th Ave",1,0,0,0,1,N/A
2789388,"December 28, 2023",Massachusetts,Dover,"8 Wilson's Way",2,0,1,0,0,N/A
2788439,"December 28, 2023",Illinois,Chicago,"1300 block of W 73rd St",1,0,0,0,0,N/A
2789563,"December 28, 2023",Virginia,Norfolk,"100 block of Bank St",0,1,0,0,2,N/A
2789530,"December 28, 2023",Georgia,Atlanta,"1133 Huff Road NW",0,1,0,0,0,N/A
2788797,"December 28, 2023","North Carolina",Tarboro,"Daniel St",0,1,0,0,1,N/A
2788860,"December 28, 2023",Maryland,Bowie,"900 block of St Michaels Dr",1,0,0,0,1,N/A
2788941,"December 28, 2023","New York",Rochester,"63 Cameron St",0,1,0,0,0,N/A
2789494,"December 28, 2023","North Carolina","Winston Salem (Winston-salem)","Tyler St SE and William Dr",0,1,0,0,0,N/A
2788935,"December 28, 2023",Maryland,"Halethorpe (Lansdowne)","3900 block of Hollins Ferry Rd",0,1,0,0,0,N/A
2789473,"December 28, 2023","North Carolina",Charlotte,"800 block of Shadow Elm Dr",0,1,0,0,0,N/A
2788690,"December 28, 2023",Wisconsin,Milwaukee,"2300 block of W Maple St",0,1,0,0,0,N/A
2789083,"December 28, 2023",Pennsylvania,Philadelphia,"2900 block of Westmont St",1,0,0,0,0,N/A
2790044,"December 28, 2023","North Carolina",Maxton,"3200 block of McGirt Rd",0,1,0,0,1,N/A
2789243,"December 28, 2023",Wisconsin,Milwaukee,"N 38th St and Good Hope Rd",1,0,0,0,1,N/A
2789503,"December 28, 2023",California,Corona,"13400 block of Barker Ln",1,0,0,1,1,N/A
2789411,"December 28, 2023",Missouri,Springfield,"800 block of N Concord Ave",1,0,0,0,0,N/A
2789368,"December 28, 2023","South Carolina",Andrews,"101 N Beech Ave",0,1,0,0,0,N/A
2788679,"December 28, 2023",Minnesota,"Saint Paul","1800 block of Hwy 96 E",0,0,1,0,0,N/A
2791364,"December 28, 2023",Michigan,"Marine City","6100 block of Genaw Rd",1,0,0,0,1,N/A
2788592,"December 28, 2023",Arkansas,"Pine Bluff","313 E 21st St",1,0,0,0,0,N/A
2788984,"December 28, 2023",Georgia,"Atlanta (Chamblee)","5373 Peachtree Blvd",0,0,0,1,1,N/A
2789262,"December 28, 2023",Oregon,Gresham,"SE Orient Dr and SE Anderson Rd",0,0,1,0,0,N/A
2788526,"December 28, 2023",Michigan,"Dearborn Heights","Old Colony Rd and Evergreen Rd",1,0,0,0,0,N/A
2789246,"December 28, 2023",Texas,Houston,"7300 block of Price St",0,1,0,0,0,N/A
2789239,"December 28, 2023",Texas,Houston,"4700 block of San Felipe St",0,1,0,0,0,N/A
2789669,"December 28, 2023",Alabama,"Birmingham (Midfield)","1500 block of Griffin Dr",1,0,0,0,0,N/A
2789366,"December 28, 2023","South Carolina","North Charleston","8750 Fairwind Dr",1,0,0,0,2,N/A
2789138,"December 28, 2023",Nevada,"Las Vegas","1700 block of W Charleston Blvd",0,0,1,0,0,N/A
2789287,"December 28, 2023",Kansas,Wichita,"1100 block of N Cleveland",0,1,0,0,0,N/A
2789282,"December 28, 2023",Kansas,Wichita,"558 N Dellrose Ave",0,2,0,0,0,N/A
2789277,"December 28, 2023",Illinois,Chicago,"6600 block of S May St",0,1,0,0,1,N/A
2789492,"December 28, 2023",California,Montebello,"1600 block of Neil Armstrong St",0,0,1,0,0,N/A
2789449,"December 28, 2023",Missouri,"Saint Louis","1400 block of N 1st St",1,0,0,0,0,N/A
2789419,"December 28, 2023",Missouri,Springfield,"2805 N Kansas Expy",0,1,0,0,1,N/A
2790631,"December 28, 2023",Missouri,"Kansas City","Askew Ave and E 33rd St",1,0,0,0,0,N/A
2788820,"December 28, 2023",Mississippi,"Yazoo City","800 block of Prentiss Ave",0,1,0,0,1,N/A
2788441,"December 28, 2023",Indiana,Indianapolis,"2500 block of Brookway St",0,1,0,0,0,N/A
2788437,"December 28, 2023",Illinois,Chicago,N/A,0,1,0,0,0,N/A
2789904,"December 28, 2023",Ohio,Cleveland,"97th St and Dunlap Ave",0,0,1,0,0,N/A
2789001,"December 28, 2023",Ohio,Toledo,"2400 block of Broadway St",1,0,0,0,0,N/A
2789881,"December 28, 2023","New Jersey",Newark,"100 block of Camden St",0,0,0,1,1,N/A
2789188,"December 28, 2023",Arizona,Tucson,"301 E Aviation Dr",0,1,0,0,0,N/A
2793331,"December 28, 2023",Ohio,Canfield,"6800 block of S Salem-Warren Rd",0,1,0,0,1,N/A
2789175,"December 28, 2023",Nevada,Genoa,"Foothill Meadows Ct and Main St",1,0,0,0,0,N/A
2789171,"December 28, 2023",Ohio,Cincinnati,"2169 Queen City Ave",0,2,0,0,0,N/A
2789143,"December 28, 2023",Tennessee,Memphis,"1616 Ash St",1,2,0,0,0,N/A
2788830,"December 28, 2023",Tennessee,Memphis,"Lofty Oak Rd",0,1,0,0,0,N/A
2788794,"December 28, 2023",Oklahoma,Yukon,"12201 W Reno Ave",1,0,1,0,0,N/A
2788571,"December 28, 2023",Illinois,"Rock Island","690 Mill St",0,1,0,0,1,N/A
2789081,"December 28, 2023",Virginia,Richmond,"2100 block of Fairfield Ave",0,1,0,0,0,N/A
2789070,"December 28, 2023",Pennsylvania,Elizabethtown,"1500 block of S Market St",0,0,1,0,0,N/A
2789774,"December 28, 2023",Texas,"Fort Worth","5500 block of Rickenbacker Pl",1,2,0,0,0,N/A
2789043,"December 28, 2023",Georgia,Columbus,"3500 block of Marathon Dr",0,1,0,0,0,N/A
2788009,"December 27, 2023",Michigan,Tamarack,N/A,0,1,0,0,1,N/A
2789828,"December 27, 2023",Florida,Apopka,"3400 block of Janet St",0,1,0,0,0,N/A
2788453,"December 27, 2023",Alabama,Montgomery,"2100 block of Rexford Rd",1,0,0,0,1,N/A
2789025,"December 27, 2023",Georgia,Atlanta,"374 Cleveland Ave SW",0,1,0,0,0,N/A
2788922,"December 27, 2023",Florida,Leesburg,"1906 W Main St",1,0,0,0,1,N/A
2788383,"December 27, 2023",Tennessee,Memphis,"2200 block of Cassie Ave",1,0,0,0,0,N/A
2789018,"December 27, 2023",Georgia,Atlanta,"2261 Cascade Rd SW",0,1,0,0,0,N/A
2789013,"December 27, 2023",Ohio,Cleveland,"79000 block of Colgate Ave",1,0,0,0,0,N/A
2788982,"December 27, 2023",Virginia,Portsmouth,"1400 block of County St",0,1,0,0,0,N/A
2788335,"December 27, 2023",Kentucky,Lexington,"500 block of Pemberton St",1,0,0,0,1,N/A
2788585,"December 27, 2023",Texas,Dallas,"9500 block of Scyene Rd",2,0,0,0,0,N/A
2789886,"December 27, 2023","New Jersey",Camden,"1400 block of Louis St",1,0,0,0,1,N/A
2789753,"December 27, 2023",Alabama,Ohatchee,"900 block of Pope Rd",0,0,0,1,0,N/A
2788947,"December 27, 2023",Illinois,Peoria,"1400 block of S Arago St",0,3,0,0,0,N/A
2788521,"December 27, 2023",Oregon,Portland,"9710 SE Washington St",0,0,1,0,0,N/A
2789717,"December 27, 2023",Texas,"San Antonio","6000 block of NW Loop 410",0,1,0,0,0,N/A
2788276,"December 27, 2023",Indiana,Indianapolis,"1600 block of Thorndale St",0,1,0,0,0,N/A
2788766,"December 27, 2023",Texas,"San Antonio","9511 Perrin Beitel",0,1,0,0,1,N/A
2788919,"December 27, 2023",Maryland,"Bel Air","600 block of Churchill Rd",1,0,0,0,1,N/A
2788929,"December 27, 2023",Florida,Tallahassee,"2000 block of Old Saint Augustine Rd",0,1,0,0,0,N/A
2788867,"December 27, 2023",Virginia,Alexandria,"5311 Duke St",0,1,0,0,1,N/A
2795592,"December 27, 2023",Pennsylvania,Wexford,"108 VIP Dr",0,0,0,0,2,N/A
2788773,"December 27, 2023",Texas,"San Antonio","700 block of Leal St",1,0,0,1,1,N/A
2788266,"December 27, 2023",Florida,"Saint Petersburg (North Redington Beach)","208 Bath Club Blvd N",0,0,0,1,0,N/A
2788263,"December 27, 2023",Florida,Holiday,"Bayport Dr",0,1,0,0,0,N/A
2788913,"December 27, 2023",Florida,Jacksonville,"5262 Timuquana Rd",0,0,1,0,0,N/A
2812198,"December 27, 2023",Florida,Miami,"1424 NE Miami Pl",0,1,0,0,1,N/A
2788901,"December 27, 2023",Kentucky,Antioch,N/A,0,0,1,0,0,N/A
2788251,"December 27, 2023",Pennsylvania,Philadelphia,"3000 block of S 68th St",0,1,0,0,0,N/A
2788242,"December 27, 2023",Florida,Miami,"NW 12th St and NW 1st Pl",0,2,0,1,1,N/A
2788078,"December 27, 2023",Georgia,Atlanta,"1166 Ralph David Abernathy Blvd SW",1,0,0,0,1,N/A
2788879,"December 27, 2023",Kentucky,Elizabethtown,"Henon Ln",1,0,0,0,1,N/A
2788876,"December 27, 2023","District of Columbia",Washington,"5000 block of H St SE",0,1,0,0,0,N/A
2788874,"December 27, 2023","District of Columbia",Washington,"5600 block of B St SE",0,1,0,0,0,N/A
2788598,"December 27, 2023",Texas,"Fort Worth","I-30 and Alta Mere Dr",0,1,0,0,0,N/A
2788588,"December 27, 2023",Texas,Burleson,"12400 block of South Fwy",1,0,0,0,0,N/A
2788159,"December 27, 2023",Oklahoma,Tulsa,"6416 E Archer St",0,0,0,1,1,N/A
2788659,"December 27, 2023","New York",Bronx,"1161 E 225th St",0,1,0,0,0,N/A
2788762,"December 27, 2023",Tennessee,Memphis,"1100 block of Margaret Rd",1,1,0,0,1,N/A
2788537,"December 27, 2023",California,"San Bernardino","1200 block of Pepper Tree Ln",0,0,1,0,0,N/A
2788812,"December 27, 2023",Maryland,Salisbury,"800 block of W Isabella St",0,1,0,0,0,N/A
2788100,"December 27, 2023","North Carolina",Morganton,"900 N Green St",1,0,0,0,0,N/A
2789519,"December 27, 2023",Oklahoma,Lawton,"2324 NW Dunstan Ln",0,1,0,0,1,N/A
2788677,"December 27, 2023",Connecticut,Bridgeport,"100 block of Wheeler Ave",0,1,0,0,0,N/A
2788445,"December 27, 2023",California,"Los Angeles","6957 N Figueroa St",0,1,0,0,0,N/A
2788609,"December 27, 2023","South Carolina",Greenville,"Pequot Dr",0,0,1,0,0,N/A
2787962,"December 27, 2023","North Carolina",Charlotte,"4400 block of Merlane Dr",2,0,0,0,0,N/A
2788754,"December 27, 2023","North Carolina",Charlotte,"Carlyle Dr",0,1,0,0,0,N/A
2788636,"December 27, 2023",Louisiana,"New Orleans","1410 Frenchmen St",0,1,0,0,0,N/A
2787681,"December 27, 2023",Texas,Humble,"Treaschwig Rd and Mala Way",0,1,0,0,1,N/A
